index,current_time,crawled_at,pressure,country,wind_direction,sky,uniq_id,visibility,temparature,dev_point,place,location,data_category,latest_report,wind,forecast,feels_like,index_date_format
78,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:40 2020, 1027 mbar,Austria, from West,Partly sunny.,21415514-2d8f-573a-a67d-9fc414301c42, 25 km,1 °C, -3 °C," Weather in Wolfsberg, Carinthia, Austria",Zeltweg,weather," 19 Jan 2020, 10:20",4 km/h ,3 / -4 °C,1 °C,2020.01.19
79,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:40 2020, 1031 mbar,Austria, from Northwest,Light rain. Overcast.,94b047c8-b725-5d6e-9389-181ddd68efad, 12 km,3 °C, 2 °C," Weather in Perchtoldsdorf, Lower Austria, Austria",Wien / Hohe Warte,weather," 19 Jan 2020, 10:00",6 km/h ,2 / -3 °C,1 °C,2020.01.19
80,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:40 2020, 1028 mbar,Austria, from North,Broken clouds.,95f765aa-09b7-50a5-a2f1-62f5334e2172, 6 km,1 °C, -1 °C," Weather in Hartberg, Styria, Austria",Graz-Thalerhof-Flughafen,weather," 19 Jan 2020, 10:20",4 km/h ,4 / -3 °C,1 °C,2020.01.19
81,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:41 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,16b483a3-b86b-5efb-ac7c-131ad645d51e, 8 km,2 °C, 1 °C," Weather in Oberwart, Burgenland, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,3 / -4 °C,0 °C,2020.01.19
82,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:41 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,719caf33-97e1-5208-85a5-d3e102b1ad99, 8 km,2 °C, 1 °C," Weather in Wiener Neustadt, Lower Austria, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,3 / -3 °C,0 °C,2020.01.19
83,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:41 2020, 1034 mbar,Austria, from East,Chilly.,52c777f0-7c08-581c-ab42-a4180e0d7cac, N/A,2 °C, 0 °C," Weather in Hard, Vorarlberg, Austria",Bregenz,weather," 19 Jan 2020, 10:00",2 km/h ,3 / -5 °C,2 °C,2020.01.19
84,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:41 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,8019aa8c-dfca-5da1-9c77-8bf7fbae8b14, 8 km,2 °C, 1 °C," Weather in Oberpullendorf, Burgenland, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,2 / -2 °C,0 °C,2020.01.19
85,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:41 2020, 1033 mbar,Austria, from West,Low clouds.,1157d6b4-3a42-5a3c-b193-f40f9f60d24b, 12 km,2 °C, 1 °C," Weather in Wels, Upper Austria, Austria",Linz / Hoersching-Flughafen,weather," 19 Jan 2020, 10:00",9 km/h ,3 / -2 °C,-1 °C,2020.01.19
86,"19 Jan 2020, 11:06:40",Sun Jan 19 15:36:41 2020, 1032 mbar,Austria, from Northwest,Broken clouds.,5ccc96cc-74d8-5d07-8051-357a9780b396, N/A,1 °C, 0 °C," Weather in Hallein, Salzburg, Austria",Salzburg-Flughafen,weather," 19 Jan 2020, 10:20",9 km/h ,-2 / -4 °C,-2 °C,2020.01.19
87,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:41 2020, 1030 mbar,Austria, from North,Low clouds.,50e816c1-6b55-589c-a1ef-a81314c2e8ec, 3 km,0 °C, -1 °C," Weather in Weiz, Styria, Austria",Graz-Thalerhof-Flughafen,weather," 19 Jan 2020, 10:00",2 km/h ,4 / -3 °C,0 °C,2020.01.19
88,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:41 2020, N/A,Austria, from Northeast,Cold.,3790e939-5115-5bb8-9538-610c2af6cb1a, N/A,-12 °C, -13 °C," Weather in Hall in Tirol, Tyrol, Austria",Patscherkofel,weather," 19 Jan 2020, 10:00",9 km/h ,-1 / -8 °C,-17 °C,2020.01.19
89,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:41 2020, 1032 mbar,Austria, from Northwest,Broken clouds.,e110268d-b98a-5047-a869-46a25d502272, N/A,1 °C, 0 °C," Weather in Wals-Siezenheim, Salzburg, Austria",Salzburg-Flughafen,weather," 19 Jan 2020, 10:20",9 km/h ,3 / -4 °C,-2 °C,2020.01.19
90,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:41 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,0ce2ee16-dbd3-5123-b3f9-afd379df4ae5, 8 km,2 °C, 1 °C," Weather in Neunkirchen, Lower Austria, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,2 / -4 °C,0 °C,2020.01.19
91,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:41 2020, 1030 mbar,Austria, from West,Overcast.,8c9c53b8-5a83-5176-9454-1c86ca5f762a, 6 km,0 °C, 0 °C," Weather in Güssing, Burgenland, Austria",Murska Sobota,weather," 19 Jan 2020, 10:00",2 km/h ,4 / -3 °C,0 °C,2020.01.19
92,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:41 2020, 1030 mbar ,Austria, from Northwest,Light rain. Overcast.,86228130-df0d-565e-a63c-fab90916b860, 8 km,2 °C, 1 °C," Weather in Mürzzuschlag, Styria, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,0 / -6 °C,0 °C,2020.01.19
93,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:41 2020, 1033 mbar,Austria, from West,Chilly.,7e26b0f4-57a0-5279-9c19-73ab2d0bb88e, N/A,2 °C, 1 °C," Weather in Waidhofen an der Ybbs, Lower Austria, Austria",Amstetten,weather," 19 Jan 2020, 10:00",4 km/h ,2 / -5 °C,2 °C,2020.01.19
94,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:42 2020, 1031 mbar ,Austria, from Northwest,Chilly.,fe403fbd-2232-53fd-9085-4a02b42d2c09, N/A,2 °C, 1 °C," Weather in Waidhofen an der Thaya, Lower Austria, Austria",Retz,weather," 19 Jan 2020, 10:00",7 km/h ,1 / -3 °C,0 °C,2020.01.19
95,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:42 2020, 1027 mbar ,Austria, from West,Partly sunny.,462ac25a-46c9-539c-b11f-75403e227dc9, 25 km,1 °C, -3 °C," Weather in Murau, Styria, Austria",Zeltweg,weather," 19 Jan 2020, 10:20",4 km/h ,1 / -7 °C,1 °C,2020.01.19
96,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:42 2020, 1031 mbar,Austria, from North,Partly sunny.,6a84a226-a959-5cde-89bd-4b48adddd99d, 5 km,0 °C, 0 °C," Weather in Völkermarkt, Carinthia, Austria",Klagenfurt-Flughafen,weather," 19 Jan 2020, 10:00",4 km/h ,3 / -5 °C,0 °C,2020.01.19
97,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:42 2020, N/A,Austria, from Southeast,Passing clouds.,fb8440cf-d363-5329-bdc0-3f907ec9179b, 4 km,, N/A," Weather in Grieskirchen, Upper Austria, Austria",Wels-Flugfeld,weather," 19 Jan 2020, 08:00",19 km/h ,3 / -1 °C,,2020.01.19
98,"19 Jan 2020, 11:06:41",Sun Jan 19 15:36:42 2020, 1031 mbar,Austria, from Northwest,Light rain. Overcast.,92a596cf-f6eb-523b-978d-0497d580c199, 12 km,3 °C, 2 °C," Weather in Mödling, Lower Austria, Austria",Wien / Hohe Warte,weather," 19 Jan 2020, 10:00",6 km/h ,2 / -2 °C,1 °C,2020.01.19
99,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, 1028 mbar,Austria, from North,Broken clouds.,2d94db5d-e33d-5317-a2a9-417b7bafa2ae, 6 km,1 °C, -1 °C," Weather in Graz, Styria, Austria",Graz-Thalerhof-Flughafen,weather," 19 Jan 2020, 10:20",4 km/h ,4 / -4 °C,1 °C,2020.01.19
100,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, N/A,Austria, from Southeast,Passing clouds.,503b3a10-ee23-5aeb-8986-24d86946f37b, 4 km,0 °C, -6 °C," Weather in Voitsberg, Styria, Austria",Preitenegg,weather," 19 Jan 2020, 10:00",39 km/h ,2 / -4 °C,-7 °C,2020.01.19
101,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,fce6e1e6-6396-5d2f-a2e5-457b70c6dc9c, 8 km,2 °C, 1 °C," Weather in Neusiedl am See, Burgenland, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,4 / -1 °C,0 °C,2020.01.19
102,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, 1034 mbar,Austria, from Northwest,Overcast.,10965bab-7f47-5274-8768-29b2e768e040, 15 km,1 °C, 0 °C," Weather in Götzis, Vorarlberg, Austria",Feldkirch,weather," 19 Jan 2020, 10:00",2 km/h ,3 / -6 °C,1 °C,2020.01.19
103,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, 1031 mbar,Austria, from Northwest,Light rain. Overcast.,ebfe83af-adf8-53f4-85dd-1db955ff6d0f, 12 km,3 °C, 2 °C," Weather in Mistelbach, Lower Austria, Austria",Wien / Hohe Warte,weather," 19 Jan 2020, 10:00",6 km/h ,2 / -3 °C,1 °C,2020.01.19
104,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, 1033 mbar,Austria, from West,Chilly.,e49ee5b9-9ec4-5fb9-81db-5ff782de5886, N/A,2 °C, 1 °C," Weather in Melk, Lower Austria, Austria",Amstetten,weather," 19 Jan 2020, 10:00",4 km/h ,2 / -3 °C,2 °C,2020.01.19
105,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, N/A,Austria, from Southeast,Passing clouds.,500b31b9-b2f7-58b5-afdb-429d2572cdac, 4 km,, N/A," Weather in Vöcklabruck, Upper Austria, Austria",Wels-Flugfeld,weather," 19 Jan 2020, 08:00",19 km/h ,2 / -3 °C,,2020.01.19
106,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, 1033 mbar ,Austria, from North,Snow flurries. Low clouds.,ae8d15f1-7450-557e-938b-0f57d5f3ae07, 5 km,0 °C, -1 °C," Weather in Gröbming, Styria, Austria",Aigen Im Ennstal,weather," 19 Jan 2020, 10:00",2 km/h ,0 / -6 °C,0 °C,2020.01.19
107,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, N/A,Austria, from Northwest,Light snow. Overcast.,2490edb0-b7a6-5956-9afd-3d492f4b13be, 0 km,-7 °C, -8 °C," Weather in Gmunden, Upper Austria, Austria",Feuerkogel,weather," 19 Jan 2020, 10:00",13 km/h ,2 / -3 °C,-12 °C,2020.01.19
108,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, N/A,Austria, from Southeast,Passing clouds.,33d3cb67-d5c0-59de-b832-6292d37466ba, 2 km,, N/A," Weather in Villach, Carinthia, Austria",Villacheralpe,weather," 19 Jan 2020, 09:00",22 km/h ,2 / -5 °C,,2020.01.19
109,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:42 2020, 1031 mbar,Austria, from Northwest,Chilly.,fd499faf-94fe-514b-9fdf-67eecc29e466, N/A,2 °C, 1 °C," Weather in Gmünd, Lower Austria, Austria",Retz,weather," 19 Jan 2020, 10:00",7 km/h ,-1 / -5 °C,0 °C,2020.01.19
110,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:43 2020, 1030 mbar,Austria, from Northwest,Light rain. Partly sunny.,088f226e-fda9-5293-93e5-669e98ccc39a, 8 km,2 °C, 1 °C," Weather in Vienna, Vienna, Austria",Vienna Schwechat-Flughafen Airport,weather," 19 Jan 2020, 10:20",15 km/h ,2 / -2 °C,-2 °C,2020.01.19
111,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:43 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,d22c7a1e-d3c3-5191-a74b-ff3e36cddf40, 8 km,2 °C, 1 °C," Weather in Mattersburg, Burgenland, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,3 / -3 °C,0 °C,2020.01.19
112,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:43 2020, 1031 mbar,Austria, from Northwest,Light rain. Overcast.,9ca66b1d-4286-59fa-a771-1160ebba1512, 12 km,3 °C, 2 °C," Weather in Gerasdorf bei Wien, Lower Austria, Austria",Wien / Hohe Warte,weather," 19 Jan 2020, 10:00",6 km/h ,3 / -2 °C,1 °C,2020.01.19
113,"19 Jan 2020, 11:06:42",Sun Jan 19 15:36:43 2020, 1029 mbar,Austria, from Southwest,Broken clouds.,a3c40b23-b2c3-5fec-a408-27a7b3c79acb, 8 km,2 °C, 2 °C," Weather in Tulln an der Donau, Lower Austria, Austria",Tulln Airport,weather," 19 Jan 2020, 09:50",11 km/h ,2 / -2 °C,-1 °C,2020.01.19
114,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, N/A,Austria, from Southeast,Passing clouds.,55495104-601f-5bfb-8295-17037a8e7440, 4 km,, N/A," Weather in Marchtrenk, Upper Austria, Austria",Wels-Flugfeld,weather," 19 Jan 2020, 08:00",19 km/h ,3 / -1 °C,,2020.01.19
115,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1032 mbar,Austria, from West,Broken clouds.,26e0fda1-3b7c-5d64-931c-e1a0a8e483a7, N/A,2 °C, 1 °C," Weather in Traun, Upper Austria, Austria",Linz / Hoersching-Flughafen,weather," 19 Jan 2020, 10:20",19 km/h ,3 / -1 °C,-3 °C,2020.01.19
116,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1030 mbar,Austria, from Northwest,Light rain. Low clouds.,8a3b5b1f-4c45-5060-b036-2c231e9d7ec2, 8 km,2 °C, 1 °C," Weather in Gänserndorf, Lower Austria, Austria",Wien / Schwechat-Flughafen,weather," 19 Jan 2020, 10:00",9 km/h ,3 / -3 °C,-1 °C,2020.01.19
117,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1033 mbar,Austria, from Northwest,Broken clouds.,2bbe0f34-db36-5ee9-9938-feb49e5c77a9, N/A,3 °C, 1 °C," Weather in Lustenau, Vorarlberg, Austria",Saint Gallen-Altenrhein,weather," 19 Jan 2020, 10:20",7 km/h ,3 / -6 °C,1 °C,2020.01.19
118,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1030 mbar,Austria, from West,Overcast.,8bcec335-c3f5-56df-9bbf-6d3885a4c1b3, 6 km,0 °C, 0 °C," Weather in Fürstenfeld, Styria, Austria",Murska Sobota,weather," 19 Jan 2020, 10:00",2 km/h ,4 / -4 °C,0 °C,2020.01.19
119,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1032 mbar,Austria, from West,Broken clouds.,219c9f7e-ccbd-5d3a-9f6b-b0e3c3bf6560, N/A,2 °C, 1 °C," Weather in Linz, Upper Austria, Austria",Linz / Hoersching-Flughafen,weather," 19 Jan 2020, 10:20",19 km/h ,3 / -1 °C,-3 °C,2020.01.19
120,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1030 mbar,Austria, from Northwest,Light rain. Low clouds.,38a7f5ea-4d36-5d71-a184-d4aad848a481, 8 km,2 °C, 1 °C," Weather in Traiskirchen, Lower Austria, Austria",Wien / Schwechat-Flughafen,weather," 19 Jan 2020, 10:00",9 km/h ,2 / -2 °C,-1 °C,2020.01.19
121,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,4a94b7eb-ae77-55e2-8481-7de518dfd6a9, 8 km,2 °C, 1 °C," Weather in Ternitz, Lower Austria, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,2 / -4 °C,0 °C,2020.01.19
122,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1029 mbar,Austria, from Southwest,Broken clouds.,28563bfc-c152-58e9-88b0-4ea695df92cd, 8 km,2 °C, 2 °C," Weather in Lilienfeld, Lower Austria, Austria",Tulln Airport,weather," 19 Jan 2020, 09:50",11 km/h ,-1 / -4 °C,-1 °C,2020.01.19
123,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1031 mbar ,Austria, from West,Broken clouds.,7cd5e7aa-061e-50e2-b1b4-dc884500f20c, 8 km,0 °C, -1 °C," Weather in Telfs, Tyrol, Austria",Innsbruck-Flughafen,weather," 19 Jan 2020, 10:20",13 km/h ,-2 / -9 °C,-4 °C,2020.01.19
124,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:43 2020, 1031 mbar ,Austria, from North,Partly sunny.,107d08f3-99a1-508f-8592-43faa6448dac, 5 km,0 °C, 0 °C," Weather in Feldkirchen in Kärnten, Carinthia, Austria",Klagenfurt-Flughafen,weather," 19 Jan 2020, 10:00",4 km/h ,1 / -6 °C,0 °C,2020.01.19
125,"19 Jan 2020, 11:06:43",Sun Jan 19 15:36:44 2020, 1033 mbar ,Austria, from North,Snow flurries. Low clouds.,fc1c7fd7-2c57-5d27-a6bc-2389e6a8a64c, 5 km,0 °C, -1 °C," Weather in Liezen, Styria, Austria",Aigen Im Ennstal,weather," 19 Jan 2020, 10:00",2 km/h ,1 / -4 °C,0 °C,2020.01.19
126,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, 1030 mbar,Austria, from North,Low clouds.,7e618eff-2692-58c5-bfed-4d67cdf10696, 3 km,0 °C, -1 °C," Weather in Feldbach, Styria, Austria",Graz-Thalerhof-Flughafen,weather," 19 Jan 2020, 10:00",2 km/h ,4 / -4 °C,0 °C,2020.01.19
127,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, 1031 mbar ,Austria, from Northwest,Chilly.,d700283d-cebf-53a8-99d8-4e3317e8f9ad, N/A,0 °C, -7 °C," Weather in Lienz, Tyrol, Austria",Lienz,weather," 19 Jan 2020, 10:00",7 km/h ,1 / -8 °C,-3 °C,2020.01.19
128,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, 1034 mbar,Austria, from Northwest,Overcast.,80474e4f-27e9-5517-aea1-2d98efb1c9bd, 15 km,1 °C, 0 °C," Weather in Feldkirch, Vorarlberg, Austria",Feldkirch,weather," 19 Jan 2020, 10:00",2 km/h ,2 / -8 °C,1 °C,2020.01.19
129,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, 1029 mbar,Austria, from Southwest,Broken clouds.,6c85f2d9-e075-50f9-b63e-46a754251805, 8 km,2 °C, 2 °C," Weather in Stockerau, Lower Austria, Austria",Tulln Airport,weather," 19 Jan 2020, 09:50",11 km/h ,3 / -3 °C,-1 °C,2020.01.19
130,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, N/A,Austria, from Southeast,Passing clouds.,0343ddb5-f251-5edf-9d33-39711f3bedfb, 2 km,, N/A," Weather in Enns, Upper Austria, Austria",Stadt Haag / Heimberg,weather," 19 Jan 2020, 04:00",30 km/h ,3 / -1 °C,,2020.01.19
131,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, N/A,Austria, from Southeast,Passing clouds.,ac185fd1-2bf0-599b-b4ec-e1417f7cd526, 4 km,, N/A," Weather in Tamsweg, Salzburg, Austria",Spittal / Drau-Kleinsass,weather," 19 Jan 2020, 04:00",22 km/h ,-1 / -9 °C,,2020.01.19
132,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, 1032 mbar,Austria, from West,Broken clouds.,80ec257b-c823-5143-addf-779e0a3b3059, N/A,2 °C, 1 °C," Weather in Leonding, Upper Austria, Austria",Linz / Hoersching-Flughafen,weather," 19 Jan 2020, 10:20",19 km/h ,3 / -1 °C,-3 °C,2020.01.19
133,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:44 2020, 1033 mbar ,Austria, from Northwest,Chilly.,edadb3eb-4232-5e7b-92db-d90a7dce862f, N/A,0 °C, -1 °C," Weather in Freistadt, Upper Austria, Austria",Rohrbach,weather," 19 Jan 2020, 10:00",4 km/h ,2 / -4 °C,0 °C,2020.01.19
134,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, 1033 mbar,Austria, from West,Fog.,c843c090-37c9-593a-afc3-71f6404470c2, 5 km,2 °C, 0 °C," Weather in Steyr, Upper Austria, Austria",Kremsmuenster,weather," 19 Jan 2020, 10:00",6 km/h ,3 / -3 °C,0 °C,2020.01.19
135,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, 1030 mbar,Austria, from Northwest,Light rain. Overcast.,6e29fcb3-b94f-557e-bf39-50979ceba29b, 8 km,2 °C, 1 °C," Weather in Eisenstadt, Burgenland, Austria",Eisenstadt,weather," 19 Jan 2020, 10:00",7 km/h ,3 / -2 °C,0 °C,2020.01.19
136,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, 1027 mbar ,Austria, from West,Partly sunny.,3d404e26-a40c-5bd5-a3d5-a9d8580e7409, 25 km,1 °C, -3 °C," Weather in Leoben, Styria, Austria",Zeltweg,weather," 19 Jan 2020, 10:20",4 km/h ,2 / -6 °C,1 °C,2020.01.19
137,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, 1030 mbar,Austria, from North,Low clouds.,896efe41-963a-5551-a2d9-0c4d747b3f65, 3 km,0 °C, -1 °C," Weather in Leibnitz, Styria, Austria",Graz-Thalerhof-Flughafen,weather," 19 Jan 2020, 10:00",2 km/h ,4 / -3 °C,0 °C,2020.01.19
138,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, 1031 mbar,Austria, from North,Partly sunny.,eeb4ab85-6d03-5c76-b233-91b325fd5a85, 5 km,0 °C, 0 °C," Weather in St. Veit an der Glan, Carinthia, Austria",Klagenfurt-Flughafen,weather," 19 Jan 2020, 10:00",4 km/h ,2 / -4 °C,0 °C,2020.01.19
139,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, N/A,Austria, from Southeast,Passing clouds.,f01815f9-49cc-58dd-ac66-c25c0e955a27, 4 km,, N/A," Weather in Eferding, Upper Austria, Austria",Wels-Flugfeld,weather," 19 Jan 2020, 08:00",19 km/h ,3 / -1 °C,,2020.01.19
140,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, 1029 mbar,Austria, from Southwest,Broken clouds.,94a94296-9bdd-5bba-8350-4d6bc76b29cc, 8 km,2 °C, 2 °C," Weather in St. Pölten, Lower Austria, Austria",Tulln Airport,weather," 19 Jan 2020, 09:50",11 km/h ,2 / -3 °C,-1 °C,2020.01.19
141,"19 Jan 2020, 11:06:44",Sun Jan 19 15:36:45 2020, 1036 mbar ,Austria, from Southeast,Chilly.,381f872c-c1ea-53e4-ba00-4bb7012dc826, N/A,-4 °C, -7 °C," Weather in Landeck, Tyrol, Austria",Landeck,weather," 19 Jan 2020, 10:00",7 km/h ,0 / -9 °C,-7 °C,2020.01.19
142,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, 1034 mbar,Austria, from East,Chilly.,744b4279-e5fa-5546-afff-d981dce94df6, N/A,2 °C, 0 °C," Weather in Dornbirn, Vorarlberg, Austria",Bregenz,weather," 19 Jan 2020, 10:00",2 km/h ,0 / -8 °C,2 °C,2020.01.19
143,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, 1034 mbar ,Austria,na,Fog.,42744a11-d721-5362-99a8-60e0c76155b7, N/A,1 °C, -1 °C," Weather in St. Johann in Tirol, Tyrol, Austria",Kufstein,weather," 19 Jan 2020, 10:00",No wind,1 / -6 °C,1 °C,2020.01.19
144,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, 1034 mbar,Austria,na,Fog.,63df869a-b3eb-51fc-a798-34a9c7cfd895, N/A,1 °C, -1 °C," Weather in Kufstein, Tyrol, Austria",Kufstein,weather," 19 Jan 2020, 10:00",No wind,2 / -5 °C,1 °C,2020.01.19
145,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, N/A,Austria, from Southeast,Passing clouds.,27f55373-ad23-5b8b-9e1d-bcd5d0755008, 4 km,0 °C, -6 °C," Weather in Deutschlandsberg, Styria, Austria",Preitenegg,weather," 19 Jan 2020, 10:00",39 km/h ,2 / -3 °C,-7 °C,2020.01.19
146,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, N/A,Austria, from Northeast,Light snow. Ice fog.,6e8d2683-061b-595d-b823-e66a22e151b3, 0 km,-14 °C, -17 °C," Weather in St. Johann im Pongau, Salzburg, Austria",Sonnblick,weather," 19 Jan 2020, 10:00",11 km/h ,1 / -7 °C,-21 °C,2020.01.19
147,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, 1029 mbar,Austria, from Southwest,Broken clouds.,bac08f9f-5d01-5ee8-9821-982a270905bb, 8 km,2 °C, 2 °C," Weather in Krems, Lower Austria, Austria",Tulln Airport,weather," 19 Jan 2020, 09:50",11 km/h ,3 / -2 °C,-1 °C,2020.01.19
148,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, 1031 mbar,Austria, from Northwest,Light rain. Overcast.,6f90b146-d280-5e21-8f75-2b34093eee11, 12 km,3 °C, 2 °C," Weather in Brunn am Gebirge, Lower Austria, Austria",Wien / Hohe Warte,weather," 19 Jan 2020, 10:00",6 km/h ,2 / -2 °C,1 °C,2020.01.19
149,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:45 2020, N/A,Austria, from Southeast,Passing clouds.,e3b418f3-f036-5357-8fcf-7052689e4496, 4 km,0 °C, -6 °C," Weather in St. Andrä, Carinthia, Austria",Preitenegg,weather," 19 Jan 2020, 10:00",39 km/h ,4 / -4 °C,-7 °C,2020.01.19
150,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:46 2020, 1031 mbar,Austria, from Northwest,Light rain. Overcast.,40c3c728-ff0e-531f-99a9-8b2b9c146dc7, 12 km,3 °C, 2 °C," Weather in Korneuburg, Lower Austria, Austria",Wien / Hohe Warte,weather," 19 Jan 2020, 10:00",6 km/h ,3 / -2 °C,1 °C,2020.01.19
151,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:46 2020, 1027 mbar,Austria, from West,Partly sunny.,60d75bf3-f37e-5db6-9761-9495f4e11629, 25 km,1 °C, -3 °C," Weather in Bruck an der Mur, Styria, Austria",Zeltweg,weather," 19 Jan 2020, 10:20",4 km/h ,3 / -4 °C,1 °C,2020.01.19
152,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:46 2020, N/A,Austria, from Southeast,Passing clouds.,175a9b10-22ad-5343-9c19-b6ae0fb1b737, 2 km,, N/A," Weather in Spittal an der Drau, Carinthia, Austria",Villacheralpe,weather," 19 Jan 2020, 09:00",22 km/h ,2 / -6 °C,,2020.01.19
153,"19 Jan 2020, 11:06:45",Sun Jan 19 15:36:46 2020, 1030 mbar,Austria, from Northwest,Light rain. Low clouds.,21b8ec65-ef86-5f93-a14a-9d75e5ba4bfd, 8 km,2 °C, 1 °C," Weather in Bruck an der Leitha, Lower Austria, Austria",Wien / Schwechat-Flughafen,weather," 19 Jan 2020, 10:00",9 km/h ,3 / -2 °C,-1 °C,2020.01.19
